user_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
U008293,2,5,1082.14,5,4,3,543,忠实用户
U008294,32,7,2697.6499999999996,2,4,5,245,其他
U008295,8,7,1585.1200000000001,4,4,4,444,忠实用户
U008296,18,3,1186.8899999999999,3,2,3,323,其他
U008297,4,5,995.56,5,4,3,543,忠实用户
U008298,16,6,1360.76,3,4,4,344,忠实用户
U008299,3,4,685.8100000000001,5,3,2,532,其他
U008300,60,1,148.98,1,1,1,111,流失用户
U008301,32,1,545.61,2,1,2,212,其他
U008302,7,4,1759.3899999999999,4,3,4,434,其他
U008303,14,5,2109.55,3,4,5,345,忠实用户
U008304,9,10,2318.42,4,5,5,455,冠军用户
U008305,4,11,4249.88,5,5,5,555,冠军用户
U008306,8,2,445.74,4,1,2,412,新用户
U008307,13,4,614.0400000000001,3,3,2,332,其他
U008309,6,3,513.64,4,2,2,422,新用户
U008310,10,5,1865.42,4,4,4,444,忠实用户
U008311,10,9,1209.0199999999998,4,5,3,453,其他
U008312,24,3,325.46000000000004,2,2,1,221,其他
U008313,39,2,135.15,1,1,1,111,流失用户
U008316,48,2,714.28,1,1,2,112,流失用户
U008317,63,1,108.24,1,1,1,111,流失用户
U008318,5,1,197.16,5,1,1,511,新用户
U008320,36,2,490.28999999999996,2,1,2,212,其他
U008321,38,2,579.3199999999999,1,1,2,112,流失用户
U008322,26,2,933.23,2,1,3,213,其他
U008323,8,3,597.98,4,2,2,422,新用户
U008324,10,4,659.08,4,3,2,432,其他
U008325,7,3,922.4,4,2,3,423,其他
U008326,5,2,215.95999999999998,5,1,1,511,新用户
U008327,13,2,267.04,3,1,1,311,新用户
U008328,5,6,1346.81,5,4,4,544,冠军用户
U008329,15,7,1712.1999999999998,3,4,4,344,忠实用户
U008330,56,2,203.31,1,1,1,111,流失用户
U008331,11,8,1038.4,4,5,3,453,其他
U008332,3,6,1281.8799999999999,5,4,4,544,冠军用户
U008333,77,3,176.14000000000001,1,2,1,121,流失用户
U008334,30,5,1039.3999999999999,2,4,3,243,其他
U008335,24,2,577.28,2,1,2,212,其他
U008336,2,9,2843.49,5,5,5,555,冠军用户
U008337,28,5,447.52,2,4,2,242,其他
U008338,3,6,1941.05,5,4,4,544,冠军用户
U008339,13,1,35.67,3,1,1,311,新用户
U008340,2,4,3511.4600000000005,5,3,5,535,其他
U008342,19,2,273.69,3,1,1,311,新用户
U008343,4,3,1182.54,5,2,3,523,其他
U008344,71,2,355.88,1,1,1,111,流失用户
U008345,8,2,1402.9,4,1,4,414,其他
U008346,33,4,1051.73,2,3,3,233,其他
U008347,11,6,1431.82,4,4,4,444,忠实用户
U008348,12,1,52.32,3,1,1,311,新用户
U008349,6,4,835.56,4,3,3,433,其他
U008350,4,8,3136.96,5,5,5,555,冠军用户
U008351,42,3,313.11,1,2,1,121,流失用户
U008352,9,11,3520.38,4,5,5,455,冠军用户
U008353,11,2,474.05999999999995,4,1,2,412,新用户
U008354,16,14,3218.4699999999993,3,5,5,355,忠实用户
U008355,37,3,1521.05,2,2,4,224,其他
U008356,11,3,1389.98,4,2,4,424,其他
U008357,69,2,1754.3400000000001,1,1,4,114,大客户
U008358,13,9,1934.9699999999998,3,5,4,354,忠实用户
U008359,17,1,305.25,3,1,1,311,新用户
U008360,12,3,1487.0,3,2,4,324,其他
U008361,63,3,318.27,1,2,1,121,流失用户
U008362,69,1,114.96,1,1,1,111,流失用户
U008363,61,1,263.9,1,1,1,111,流失用户
U008364,9,7,2356.78,4,4,5,445,冠军用户
U008365,2,10,1837.9700000000003,5,5,4,554,冠军用户
U008366,0,9,1956.9199999999998,5,5,4,554,冠军用户
U008367,39,2,472.46000000000004,1,1,2,112,流失用户
U008368,18,1,567.4,3,1,2,312,其他
U008370,19,2,276.69,3,1,1,311,新用户
U008371,7,12,2298.24,4,5,5,455,冠军用户
U008372,28,5,1116.54,2,4,3,243,其他
U008373,18,2,1090.96,3,1,3,313,其他
U008374,10,10,1461.6599999999999,4,5,4,454,冠军用户
U008375,21,3,1033.24,2,2,3,223,其他
U008377,47,3,614.31,1,2,2,122,其他
U008378,45,2,643.09,1,1,2,112,流失用户
U008379,13,9,4108.51,3,5,5,355,忠实用户
U008380,9,4,1354.3600000000001,4,3,4,434,其他
U008381,9,3,1022.16,4,2,3,423,其他
U008382,9,5,731.74,4,4,2,442,其他
U008383,34,1,627.46,2,1,2,212,其他
U008384,17,6,2057.5699999999997,3,4,5,345,忠实用户
U008385,56,2,237.09,1,1,1,111,流失用户
U008386,19,6,1633.1200000000001,3,4,4,344,忠实用户
U008387,15,8,3913.96,3,5,5,355,忠实用户
U008388,8,5,1278.33,4,4,4,444,忠实用户
U008390,5,10,1681.45,5,5,4,554,冠军用户
U008392,8,2,858.66,4,1,3,413,其他
U008393,17,7,1479.21,3,4,4,344,忠实用户
U008394,8,1,150.12,4,1,1,411,新用户
U008395,17,2,118.31,3,1,1,311,新用户
U008396,11,4,1385.6200000000001,4,3,4,434,其他
U008397,4,7,2240.99,5,4,5,545,冠军用户
U008398,17,5,1010.9399999999999,3,4,3,343,其他
U008399,16,7,1764.86,3,4,4,344,忠实用户
U008400,41,7,1184.72,1,4,3,143,其他
U008401,3,6,1088.02,5,4,3,543,忠实用户
U008402,8,10,3469.21,4,5,5,455,冠军用户
U008403,12,5,2015.2,3,4,4,344,忠实用户
U008404,1,4,955.05,5,3,3,533,其他
U008405,34,2,409.11,2,1,2,212,其他
U008406,35,7,1563.25,2,4,4,244,其他
U008407,1,6,1177.47,5,4,3,543,忠实用户
U008408,27,3,1578.0,2,2,4,224,其他
U008409,7,9,3561.97,4,5,5,455,冠军用户
U008410,13,5,1194.34,3,4,3,343,其他
U008411,3,10,1801.9499999999998,5,5,4,554,冠军用户
U008412,48,1,274.6,1,1,1,111,流失用户
U008413,26,1,195.11,2,1,1,211,其他
U008414,25,3,597.79,2,2,2,222,其他
U008415,81,1,653.28,1,1,2,112,流失用户
U008416,26,6,1534.88,2,4,4,244,其他
U008417,5,2,509.40999999999997,5,1,2,512,新用户
U008418,37,3,1397.08,2,2,4,224,其他
U008419,1,3,1067.6100000000001,5,2,3,523,其他
U008421,18,5,1247.18,3,4,4,344,忠实用户
U008422,17,7,2104.86,3,4,5,345,忠实用户
U008423,2,12,3081.5599999999995,5,5,5,555,冠军用户
U008424,7,7,3170.2100000000005,4,4,5,445,冠军用户
U008425,26,2,962.63,2,1,3,213,其他
U008426,23,3,651.43,2,2,2,222,其他
U008427,29,4,439.02,2,3,2,232,其他
U008428,11,6,1757.57,4,4,4,444,忠实用户
U008429,29,2,751.87,2,1,3,213,其他
U008430,7,4,1570.5600000000002,4,3,4,434,其他
U008431,21,1,25.35,2,1,1,211,其他
U008433,25,1,387.4,2,1,2,212,其他
U008434,21,9,1526.04,2,5,4,254,其他
U008435,43,1,152.52,1,1,1,111,流失用户
U008436,49,3,1465.84,1,2,4,124,其他
U008437,36,4,988.12,2,3,3,233,其他
U008438,6,5,614.66,4,4,2,442,其他
U008439,6,2,460.15,4,1,2,412,新用户
U008440,69,4,1889.4099999999999,1,3,4,134,其他
U008441,4,12,3354.37,5,5,5,555,冠军用户
U008442,8,5,1181.02,4,4,3,443,其他
U008444,8,2,358.72,4,1,1,411,新用户
U008445,1,6,1488.76,5,4,4,544,冠军用户
U008446,6,11,2777.17,4,5,5,455,冠军用户
U008447,38,1,294.8,1,1,1,111,流失用户
U008448,31,3,2337.99,2,2,5,225,其他
U008449,1,7,4032.1,5,4,5,545,冠军用户
U008450,53,2,956.12,1,1,3,113,其他
U008451,84,1,314.54999999999995,1,1,1,111,流失用户
U008452,14,5,842.55,3,4,3,343,其他
U008453,48,1,193.14,1,1,1,111,流失用户
U008454,70,1,282.87,1,1,1,111,流失用户
U008455,14,11,4316.639999999999,3,5,5,355,忠实用户
U008456,9,9,4664.900000000001,4,5,5,455,冠军用户
U008457,14,4,1613.27,3,3,4,334,其他
U008458,26,2,1302.4399999999998,2,1,4,214,大客户
U008459,6,4,481.96,4,3,2,432,其他
U008460,29,1,714.12,2,1,2,212,其他
U008461,5,8,3240.5800000000004,5,5,5,555,冠军用户
U008462,19,7,2306.72,3,4,5,345,忠实用户
U008463,55,2,317.96000000000004,1,1,1,111,流失用户
U008464,2,8,1232.8000000000002,5,5,3,553,其他
U008465,16,10,2455.2200000000003,3,5,5,355,忠实用户
U008466,46,3,1085.3000000000002,1,2,3,123,其他
U008467,9,2,817.99,4,1,3,413,其他
U008468,32,2,736.1,2,1,2,212,其他
U008469,3,5,1651.52,5,4,4,544,冠军用户
U008470,14,2,110.53999999999999,3,1,1,311,新用户
U008471,53,1,10.98,1,1,1,111,流失用户
U008472,32,1,615.44,2,1,2,212,其他
U008473,4,4,905.73,5,3,3,533,其他
U008474,1,3,1419.2199999999998,5,2,4,524,其他
U008475,12,4,830.3999999999999,3,3,3,333,其他
U008476,56,4,1991.9,1,3,4,134,其他
U008477,17,6,1853.75,3,4,4,344,忠实用户
U008478,25,6,1152.93,2,4,3,243,其他
U008479,78,1,205.88,1,1,1,111,流失用户
U008480,1,14,4097.5,5,5,5,555,冠军用户
U008481,13,12,2754.07,3,5,5,355,忠实用户
U008482,1,3,1115.95,5,2,3,523,其他
U008483,3,7,1299.35,5,4,4,544,冠军用户
U008484,25,4,863.75,2,3,3,233,其他
U008485,26,5,1052.25,2,4,3,243,其他
U008486,30,6,2418.33,2,4,5,245,其他
U008487,65,1,46.25,1,1,1,111,流失用户
U008488,52,1,261.4,1,1,1,111,流失用户
U008489,8,7,1770.5400000000002,4,4,4,444,忠实用户
U008490,50,5,1026.96,1,4,3,143,其他
U008491,26,4,1354.15,2,3,4,234,其他
U008492,5,9,2085.64,5,5,5,555,冠军用户
U008494,19,2,351.53999999999996,3,1,1,311,新用户
U008495,44,3,798.1800000000001,1,2,3,123,其他
U008496,40,1,102.96,1,1,1,111,流失用户
U008497,19,2,1181.04,3,1,3,313,其他
U008498,22,3,933.45,2,2,3,223,其他
U008499,18,2,794.37,3,1,3,313,其他
U008500,34,2,266.96000000000004,2,1,1,211,其他
U008501,3,5,2074.98,5,4,5,545,冠军用户
U008502,34,3,1327.1399999999999,2,2,4,224,其他
U008503,13,1,942.04,3,1,3,313,其他
U008504,12,3,1157.46,3,2,3,323,其他
U008505,4,3,491.18,5,2,2,522,其他
U008506,12,14,4029.27,3,5,5,355,忠实用户
U008507,6,3,206.68,4,2,1,421,新用户
U008508,29,3,454.46000000000004,2,2,2,222,其他
U008509,2,6,2949.9700000000003,5,4,5,545,冠军用户
U008511,9,7,1497.8200000000002,4,4,4,444,忠实用户
U008512,42,4,1027.94,1,3,3,133,其他
U008513,4,5,1763.63,5,4,4,544,冠军用户
U008514,1,7,2746.1299999999997,5,4,5,545,冠军用户
U008515,10,2,697.5200000000001,4,1,2,412,新用户
U008516,85,1,24.34,1,1,1,111,流失用户
U008517,26,1,132.18,2,1,1,211,其他
U008518,0,3,308.82,5,2,1,521,其他
U008519,21,1,162.39,2,1,1,211,其他
U008520,12,1,50.99,3,1,1,311,新用户
U008521,28,3,641.01,2,2,2,222,其他
U008522,14,5,1242.9299999999998,3,4,4,344,忠实用户
U008523,6,5,1367.78,4,4,4,444,忠实用户
U008524,12,2,249.46,3,1,1,311,新用户
U008525,54,1,106.62,1,1,1,111,流失用户
U008526,11,6,1989.56,4,4,4,444,忠实用户
U008527,30,2,368.1,2,1,2,212,其他
U008528,20,8,3681.1899999999996,3,5,5,355,忠实用户
U008529,7,8,1319.93,4,5,4,454,冠军用户
U008530,56,2,154.52,1,1,1,111,流失用户
U008531,29,3,293.68,2,2,1,221,其他
U008532,5,10,2254.9800000000005,5,5,5,555,冠军用户
U008533,81,1,130.86,1,1,1,111,流失用户
U008534,48,1,498.03,1,1,2,112,流失用户
U008535,31,4,1575.52,2,3,4,234,其他
U008536,32,6,3201.23,2,4,5,245,其他
U008537,16,9,2842.3900000000003,3,5,5,355,忠实用户
U008538,8,4,588.78,4,3,2,432,其他
U008539,16,7,2231.68,3,4,5,345,忠实用户
U008540,5,14,3356.25,5,5,5,555,冠军用户
U008541,47,3,903.04,1,2,3,123,其他
U008542,29,3,425.65,2,2,2,222,其他
U008543,58,2,332.22,1,1,1,111,流失用户
U008544,3,9,664.78,5,5,2,552,其他
U008545,79,1,73.35,1,1,1,111,流失用户
U008546,12,3,735.78,3,2,2,322,其他
U008547,32,4,3167.81,2,3,5,235,其他
U008548,57,2,92.41999999999999,1,1,1,111,流失用户
U008550,17,2,662.81,3,1,2,312,其他
U008551,14,2,462.2,3,1,2,312,其他
U008552,19,4,860.11,3,3,3,333,其他
U008553,7,7,2701.0299999999997,4,4,5,445,冠军用户
U008555,68,1,142.7,1,1,1,111,流失用户
U008556,69,1,132.08,1,1,1,111,流失用户
U008557,8,7,2631.4900000000002,4,4,5,445,冠军用户
U008558,9,4,802.76,4,3,3,433,其他
U008559,4,2,2156.96,5,1,5,515,其他
U008560,38,3,984.1899999999999,1,2,3,123,其他
U008561,1,1,484.64,5,1,2,512,新用户
U008562,34,4,658.2099999999999,2,3,2,232,其他
U008563,31,2,379.02,2,1,2,212,其他
U008564,60,2,368.33000000000004,1,1,2,112,流失用户
U008565,17,1,13.62,3,1,1,311,新用户
U008566,45,2,756.0999999999999,1,1,3,113,其他
U008567,9,2,282.08,4,1,1,411,新用户
U008568,21,2,288.27,2,1,1,211,其他
U008569,2,6,1165.55,5,4,3,543,忠实用户
U008570,8,2,482.45,4,1,2,412,新用户
U008571,8,4,1155.0,4,3,3,433,其他
U008572,3,5,1790.8,5,4,4,544,冠军用户
U008573,6,12,3863.2,4,5,5,455,冠军用户
U008574,15,7,1316.91,3,4,4,344,忠实用户
U008575,19,1,116.92,3,1,1,311,新用户
U008576,16,3,1124.1,3,2,3,323,其他
U008577,12,8,2741.8399999999997,3,5,5,355,忠实用户
U008578,35,5,896.04,2,4,3,243,其他
U008579,60,2,887.6,1,1,3,113,其他
U008580,2,11,1963.6399999999999,5,5,4,554,冠军用户
U008581,28,7,1626.43,2,4,4,244,其他
U008582,44,2,50.96,1,1,1,111,流失用户
U008583,9,8,2870.77,4,5,5,455,冠军用户
U008584,37,2,202.07,2,1,1,211,其他
U008585,13,3,1289.5900000000001,3,2,4,324,其他
U008586,9,3,726.26,4,2,2,422,新用户
U008587,52,3,2215.61,1,2,5,125,其他
U008588,33,3,983.9300000000001,2,2,3,223,其他
U008589,2,13,6307.68,5,5,5,555,冠军用户
U008590,29,2,261.40000000000003,2,1,1,211,其他
U008591,82,1,13.6,1,1,1,111,流失用户
U008592,3,5,2575.65,5,4,5,545,冠军用户
U008595,60,1,127.82,1,1,1,111,流失用户
U008596,4,6,1859.08,5,4,4,544,冠军用户
U008597,17,5,831.9499999999999,3,4,3,343,其他
U008598,15,3,341.71000000000004,3,2,1,321,需要关怀的用户
U008599,2,6,2256.07,5,4,5,545,冠军用户
U008600,2,5,1012.5900000000001,5,4,3,543,忠实用户
U008601,13,5,2244.73,3,4,5,345,忠实用户
U008602,78,1,82.08,1,1,1,111,流失用户
U008603,9,1,61.86,4,1,1,411,新用户
U008604,10,9,2419.58,4,5,5,455,冠军用户
U008605,1,11,2169.5299999999997,5,5,5,555,冠军用户
U008606,16,2,1609.27,3,1,4,314,其他
U008607,29,3,982.0799999999999,2,2,3,223,其他
U008608,6,2,354.9,4,1,1,411,新用户
U008609,32,4,1132.07,2,3,3,233,其他
U008610,45,1,369.57,1,1,2,112,流失用户
U008611,19,1,410.4,3,1,2,312,其他
U008612,30,2,700.01,2,1,2,212,其他
U008613,18,5,1014.1300000000001,3,4,3,343,其他
U008614,5,3,733.14,5,2,2,522,其他
U008615,15,4,2896.14,3,3,5,335,忠实用户
U008617,36,1,85.92,2,1,1,211,其他
U008618,2,3,1141.36,5,2,3,523,其他
U008619,25,10,1196.06,2,5,3,253,其他
U008620,14,8,1315.06,3,5,4,354,忠实用户
U008621,43,6,1406.8700000000001,1,4,4,144,大客户
U008622,0,5,1418.72,5,4,4,544,冠军用户
U008623,54,1,82.98,1,1,1,111,流失用户
U008624,5,3,498.33000000000004,5,2,2,522,其他
U008625,11,8,1584.33,4,5,4,454,冠军用户
U008626,6,6,2107.0299999999997,4,4,5,445,冠军用户
U008627,24,4,1453.78,2,3,4,234,其他
U008628,36,2,761.5,2,1,3,213,其他
U008630,9,4,1132.34,4,3,3,433,其他
U008631,0,13,3776.1800000000003,5,5,5,555,冠军用户
U008632,15,5,2121.55,3,4,5,345,忠实用户
U008633,27,5,1576.38,2,4,4,244,其他
U008634,32,2,365.87,2,1,2,212,其他
U008635,63,1,1811.44,1,1,4,114,大客户
U008636,3,11,2714.83,5,5,5,555,冠军用户
U008637,9,6,1905.9699999999998,4,4,4,444,忠实用户
U008638,4,5,1786.88,5,4,4,544,冠军用户
U008639,5,5,784.15,5,4,3,543,忠实用户
U008640,36,6,833.1099999999999,2,4,3,243,其他
U008641,5,5,2190.2599999999998,5,4,5,545,冠军用户
U008642,87,1,314.24,1,1,1,111,流失用户
U008643,2,3,1205.6,5,2,3,523,其他
U008644,28,8,1671.97,2,5,4,254,其他
U008645,11,7,991.5000000000001,4,4,3,443,其他
U008646,81,2,84.7,1,1,1,111,流失用户
U008648,3,6,1216.0100000000002,5,4,3,543,忠实用户
U008650,2,4,386.37,5,3,2,532,其他
U008651,85,2,428.74,1,1,2,112,流失用户
U008652,4,16,4392.59,5,5,5,555,冠军用户
U008653,17,2,1035.83,3,1,3,313,其他
U008654,26,13,4955.83,2,5,5,255,其他
U008655,5,5,971.47,5,4,3,543,忠实用户
U008656,16,5,794.92,3,4,3,343,其他
U008657,7,8,1208.63,4,5,3,453,其他
U008658,22,10,2450.1600000000003,2,5,5,255,其他
U008659,29,4,1552.07,2,3,4,234,其他
U008660,0,17,6055.160000000001,5,5,5,555,冠军用户
U008661,6,10,2790.4900000000002,4,5,5,455,冠军用户
U008662,8,1,889.24,4,1,3,413,其他
U008663,1,7,1196.5100000000002,5,4,3,543,忠实用户
U008664,28,1,1639.44,2,1,4,214,大客户
U008665,32,3,985.4299999999998,2,2,3,223,其他
U008666,15,4,1903.04,3,3,4,334,其他
U008667,53,5,1330.3400000000004,1,4,4,144,大客户
U008668,23,5,888.6199999999999,2,4,3,243,其他
U008669,21,4,1038.98,2,3,3,233,其他
U008670,7,5,2097.18,4,4,5,445,冠军用户
U008671,8,1,791.48,4,1,3,413,其他
U008672,47,2,231.86,1,1,1,111,流失用户
U008674,3,3,1162.4299999999998,5,2,3,523,其他
U008675,31,10,4065.91,2,5,5,255,其他
U008676,11,13,5107.539999999999,4,5,5,455,冠军用户
U008677,14,6,1651.47,3,4,4,344,忠实用户
U008678,15,4,1265.5500000000002,3,3,4,334,其他
U008679,62,1,36.42,1,1,1,111,流失用户
U008680,52,2,835.1500000000001,1,1,3,113,其他
U008681,73,1,285.42,1,1,1,111,流失用户
U008682,4,7,2597.1800000000003,5,4,5,545,冠军用户
U008683,2,5,525.98,5,4,2,542,其他
U008684,7,12,3494.2600000000007,4,5,5,455,冠军用户
U008685,29,4,594.8199999999999,2,3,2,232,其他
U008686,4,6,1103.85,5,4,3,543,忠实用户
U008687,5,8,3342.57,5,5,5,555,冠军用户
U008688,2,3,1371.72,5,2,4,524,其他
U008689,30,2,1295.73,2,1,4,214,大客户
U008690,10,5,725.01,4,4,2,442,其他
U008691,57,4,1183.6799999999998,1,3,3,133,其他
U008692,2,4,1688.5,5,3,4,534,其他
U008694,8,8,2199.65,4,5,5,455,冠军用户
U008695,31,2,476.02,2,1,2,212,其他
U008696,33,3,1463.58,2,2,4,224,其他
U008697,85,1,464.85,1,1,2,112,流失用户
U008698,14,1,410.28,3,1,2,312,其他
U008699,28,6,2139.92,2,4,5,245,其他
U008700,37,1,185.74,2,1,1,211,其他
U008701,15,6,1375.96,3,4,4,344,忠实用户
U008702,25,4,637.0,2,3,2,232,其他
U008703,1,6,1408.1399999999999,5,4,4,544,冠军用户
U008704,13,5,1224.7600000000002,3,4,3,343,其他
U008705,12,7,1216.92,3,4,3,343,其他
U008706,15,10,1426.42,3,5,4,354,忠实用户
U008707,7,3,1226.08,4,2,3,423,其他
U008708,12,5,1100.48,3,4,3,343,其他
U008709,0,11,5238.96,5,5,5,555,冠军用户
U008710,7,3,623.6800000000001,4,2,2,422,新用户
U008711,28,2,855.24,2,1,3,213,其他
U008712,6,6,1303.3,4,4,4,444,忠实用户
U008713,34,2,1833.57,2,1,4,214,大客户
U008714,2,2,257.45,5,1,1,511,新用户
U008715,7,9,4087.1800000000003,4,5,5,455,冠军用户
U008716,9,9,3218.12,4,5,5,455,冠军用户
U008717,35,3,787.66,2,2,3,223,其他
U008718,49,2,699.8800000000001,1,1,2,112,流失用户
U008719,12,3,387.78000000000003,3,2,2,322,其他
U008720,46,2,382.36,1,1,2,112,流失用户
U008721,9,4,561.2199999999999,4,3,2,432,其他
U008722,22,4,281.46,2,3,1,231,需要关怀的用户
U008723,16,2,441.78000000000003,3,1,2,312,其他
U008724,22,6,1481.57,2,4,4,244,其他
U008725,19,4,647.65,3,3,2,332,其他
U008726,36,2,107.75999999999999,2,1,1,211,其他
U008727,1,8,2950.99,5,5,5,555,冠军用户
U008728,3,3,702.6999999999999,5,2,2,522,其他
U008729,37,7,1495.7600000000002,2,4,4,244,其他
U008730,8,1,35.95,4,1,1,411,新用户
U008731,2,14,3697.3999999999996,5,5,5,555,冠军用户
U008732,7,4,344.46,4,3,1,431,其他
U008733,12,3,1092.8899999999999,3,2,3,323,其他
U008734,24,2,374.34000000000003,2,1,2,212,其他
U008736,12,5,1071.08,3,4,3,343,其他
U008737,9,8,633.14,4,5,2,452,其他
U008738,6,11,3825.87,4,5,5,455,冠军用户
U008739,0,1,106.69,5,1,1,511,新用户
U008740,39,6,607.6000000000001,1,4,2,142,其他
U008741,10,2,333.73,4,1,1,411,新用户
U008742,9,12,2373.6600000000003,4,5,5,455,冠军用户
U008743,8,2,556.4399999999999,4,1,2,412,新用户
U008744,2,4,867.7499999999999,5,3,3,533,其他
U008745,5,4,1584.8600000000001,5,3,4,534,其他
U008746,4,8,2562.6800000000003,5,5,5,555,冠军用户
U008747,3,11,4705.77,5,5,5,555,冠军用户
U008748,1,4,579.8000000000001,5,3,2,532,其他
U008749,19,6,1393.4199999999998,3,4,4,344,忠实用户
U008750,5,4,1892.31,5,3,4,534,其他
U008751,24,4,2914.67,2,3,5,235,其他
U008752,65,1,33.0,1,1,1,111,流失用户
U008753,1,9,3203.0299999999997,5,5,5,555,冠军用户
U008754,12,2,204.71999999999997,3,1,1,311,新用户
U008755,26,4,2710.2099999999996,2,3,5,235,其他
U008756,46,1,884.64,1,1,3,113,其他
U008757,24,7,1943.74,2,4,4,244,其他
U008758,25,5,1488.09,2,4,4,244,其他
U008759,28,1,403.6,2,1,2,212,其他
U008760,13,2,244.61,3,1,1,311,新用户
U008762,12,3,756.2,3,2,3,323,其他
U008763,4,5,1452.9099999999999,5,4,4,544,冠军用户
U008764,31,1,520.41,2,1,2,212,其他
U008765,4,7,2261.0,5,4,5,545,冠军用户
U008766,26,4,528.4300000000001,2,3,2,232,其他
U008767,12,2,107.43,3,1,1,311,新用户
U008768,3,13,3034.41,5,5,5,555,冠军用户
U008769,10,14,3722.79,4,5,5,455,冠军用户
U008770,12,2,486.34000000000003,3,1,2,312,其他
U008771,29,4,1324.29,2,3,4,234,其他
U008772,6,4,573.46,4,3,2,432,其他
U008773,3,9,2145.11,5,5,5,555,冠军用户
U008774,9,5,1350.0400000000002,4,4,4,444,忠实用户
U008775,14,3,1541.73,3,2,4,324,其他
U008776,28,1,45.88,2,1,1,211,其他
U008777,6,2,493.55,4,1,2,412,新用户
U008779,0,7,2472.08,5,4,5,545,冠军用户
U008780,23,2,380.22,2,1,2,212,其他
U008781,9,2,548.4,4,1,2,412,新用户
U008782,11,7,2638.77,4,4,5,445,冠军用户
U008783,7,9,1737.7399999999998,4,5,4,454,冠军用户
U008784,3,13,2440.65,5,5,5,555,冠军用户
U008785,26,5,3308.86,2,4,5,245,其他
U008787,2,5,2534.37,5,4,5,545,冠军用户
U008788,12,6,1829.7999999999997,3,4,4,344,忠实用户
U008789,2,8,2578.1000000000004,5,5,5,555,冠军用户
U008790,18,4,857.5999999999999,3,3,3,333,其他
U008791,73,3,1239.66,1,2,4,124,其他
U008792,61,1,213.38,1,1,1,111,流失用户
U008793,52,4,1495.4800000000002,1,3,4,134,其他
U008794,75,1,166.26,1,1,1,111,流失用户
U008795,2,6,1112.94,5,4,3,543,忠实用户
U008796,40,2,148.76,1,1,1,111,流失用户
U008797,13,2,903.46,3,1,3,313,其他
U008798,43,3,737.24,1,2,2,122,其他
U008799,59,2,440.31,1,1,2,112,流失用户
U008800,24,8,2434.18,2,5,5,255,其他
U008801,17,5,619.21,3,4,2,342,其他
U008802,2,5,1186.18,5,4,3,543,忠实用户
U008803,12,3,221.93,3,2,1,321,需要关怀的用户
U008804,6,6,812.8199999999999,4,4,3,443,其他
U008805,3,7,1362.07,5,4,4,544,冠军用户
U008807,7,8,2990.8399999999997,4,5,5,455,冠军用户
U008809,27,4,868.95,2,3,3,233,其他
U008810,0,5,606.31,5,4,2,542,其他
U008811,56,1,51.09,1,1,1,111,流失用户
U008812,32,4,1250.88,2,3,4,234,其他
U008813,57,1,770.48,1,1,3,113,其他
U008814,58,1,697.64,1,1,2,112,流失用户
U008815,30,2,223.82,2,1,1,211,其他
U008816,11,9,2772.53,4,5,5,455,冠军用户
U008817,11,11,2257.0200000000004,4,5,5,455,冠军用户
U008818,5,7,3398.71,5,4,5,545,冠军用户
U008819,5,4,1498.3899999999999,5,3,4,534,其他
U008820,5,7,2616.95,5,4,5,545,冠军用户
U008822,3,11,2497.71,5,5,5,555,冠军用户
U008823,18,11,4325.38,3,5,5,355,忠实用户
U008824,26,3,846.7800000000001,2,2,3,223,其他
U008825,13,5,666.01,3,4,2,342,其他
U008826,4,11,3439.35,5,5,5,555,冠军用户
U008827,62,2,237.14,1,1,1,111,流失用户
U008828,32,3,548.96,2,2,2,222,其他
U008829,75,1,222.0,1,1,1,111,流失用户
U008830,8,2,1734.1599999999999,4,1,4,414,其他
U008831,39,4,616.01,1,3,2,132,其他
U008832,6,12,2713.39,4,5,5,455,冠军用户
U008833,4,5,1073.9099999999999,5,4,3,543,忠实用户
U008834,4,8,3166.35,5,5,5,555,冠军用户
U008835,5,15,4498.299999999999,5,5,5,555,冠军用户
U008836,4,5,869.17,5,4,3,543,忠实用户
U008837,41,2,181.72,1,1,1,111,流失用户
U008838,9,2,625.5699999999999,4,1,2,412,新用户
U008840,8,4,624.0,4,3,2,432,其他
U008841,3,4,1091.3400000000001,5,3,3,533,其他
U008842,2,3,1267.19,5,2,4,524,其他
U008843,21,1,399.04,2,1,2,212,其他
U008844,13,6,2189.8700000000003,3,4,5,345,忠实用户
U008845,34,2,291.81,2,1,1,211,其他
U008846,73,1,95.17,1,1,1,111,流失用户
U008847,4,5,835.7,5,4,3,543,忠实用户
U008848,9,11,3333.39,4,5,5,455,冠军用户
U008849,24,3,914.09,2,2,3,223,其他
U008850,25,4,2399.5,2,3,5,235,其他
U008851,12,2,133.44,3,1,1,311,新用户
U008852,32,3,353.3,2,2,1,221,其他
U008853,1,2,214.21,5,1,1,511,新用户
U008855,85,1,64.46,1,1,1,111,流失用户
U008856,7,3,1070.31,4,2,3,423,其他
U008857,30,2,969.0799999999999,2,1,3,213,其他
U008858,57,1,444.0,1,1,2,112,流失用户
U008859,12,5,1075.88,3,4,3,343,其他
U008860,19,9,5035.96,3,5,5,355,忠实用户
U008861,53,1,91.02,1,1,1,111,流失用户
U008862,2,2,1529.3,5,1,4,514,其他
U008863,5,7,1109.61,5,4,3,543,忠实用户
